pH,Electrical_Conductivity,Organic_Carbon,Available_Nitrogen,Available_Phosphorus,Available_Potassium,Exchangeable_Calcium,Exchangeable_Magnesium,Available_Sulfur,Iron,Manganese,Zinc,Copper,Soil_Depth,Soil_Type,Fit_for_Betel_Vine
7.91,0.91,0.95,384,23,273,2.42,1.83,13,5.9,4.44,1.53,0.52,Subsurface,Loamy,Yes
6.57,0.39,0.9,296,19,201,4.38,1.51,6,5.35,6.96,1.69,0.81,Subsurface,Mixed,Yes
7.03,0.69,0.52,372,35,281,2.66,0.71,10,20.88,3.42,1.36,0.62,Surface,Sandy,No
7.78,0.74,1.2,303,31,281,3.7,0.78,13,8.96,6.0,0.93,0.85,Subsurface,Loamy,No
7.09,0.8,0.52,264,22,234,3.06,2.0,17,8.5,9.45,1.36,0.59,Surface,Loamy,No
6.8,0.61,0.78,315,26,217,1.85,2.1,6,10.79,9.44,0.83,0.29,Surface,Mixed,Yes
7.14,0.46,0.57,330,10,235,4.63,1.23,13,7.04,4.84,0.59,0.45,Subsurface,Loamy,Yes
7.08,0.97,0.57,285,23,250,3.41,0.63,6,6.07,6.13,1.88,0.7,Subsurface,Loamy,No
7.87,0.65,1.06,266,21,293,3.19,2.41,13,22.45,3.59,1.22,0.97,Subsurface,Clayey,No
7.64,0.76,0.8,251,16,215,4.58,1.49,5,11.06,9.83,1.22,0.91,Surface,Loamy,No
7.26,0.41,1.06,282,12,257,2.65,0.77,10,16.65,6.16,1.62,0.87,Surface,Clayey,No
7.98,0.7,0.69,342,32,190,3.5,0.9,18,22.16,3.65,1.34,0.64,Subsurface,Mixed,No
7.2,0.33,0.68,373,30,186,4.59,0.59,10,24.55,8.76,1.18,0.35,Surface,Clayey,No
6.59,0.32,0.68,383,10,275,2.7,1.92,6,18.77,5.36,1.69,0.21,Subsurface,Sandy,Yes
6.89,0.74,0.93,349,36,261,4.28,1.91,15,24.0,7.09,1.21,0.48,Subsurface,Sandy,Yes
7.15,0.57,1.07,337,39,295,3.3,1.71,11,13.47,8.75,1.87,0.81,Subsurface,Loamy,Yes
6.74,0.71,0.82,260,33,213,2.05,1.59,14,20.79,4.47,0.96,0.4,Subsurface,Loamy,No
7.92,0.34,0.77,254,22,242,1.64,1.26,8,23.75,6.62,0.55,0.43,Surface,Sandy,No
7.65,0.64,1.18,279,34,181,4.04,2.4,8,6.06,2.45,0.72,0.3,Surface,Sandy,No
6.9,0.5,0.58,387,31,241,2.42,2.1,15,11.35,3.88,1.73,0.77,Subsurface,Mixed,Yes
7.39,0.64,0.84,340,11,186,4.36,2.32,13,19.81,3.11,1.89,0.43,Surface,Clayey,Yes
7.58,0.36,0.79,340,18,222,2.16,1.12,6,11.31,7.15,0.61,0.7,Surface,Sandy,Yes
7.91,0.74,0.57,371,27,274,3.49,2.46,19,5.34,4.04,1.86,0.62,Subsurface,Loamy,Yes
7.82,0.83,0.69,367,31,197,1.83,0.83,18,21.14,8.08,1.92,0.99,Subsurface,Clayey,No
7.27,0.33,0.52,310,35,199,4.08,0.61,13,8.29,8.09,1.63,0.96,Subsurface,Mixed,No
7.66,0.37,1.11,351,13,186,4.18,1.14,13,11.42,8.27,1.64,0.52,Surface,Sandy,Yes
7.34,0.7,0.93,275,25,265,4.71,0.9,16,23.21,3.06,0.5,0.84,Surface,Loamy,No
7.33,0.73,1.07,358,39,231,3.46,1.54,18,9.18,6.21,0.83,0.53,Surface,Loamy,Yes
6.67,0.73,0.87,361,15,216,1.87,1.2,19,22.9,7.43,0.82,0.42,Surface,Loamy,Yes
6.69,0.71,0.92,288,29,277,4.4,0.84,10,13.45,4.58,1.37,0.21,Surface,Sandy,No
7.29,0.45,0.99,252,36,225,2.6,2.19,14,23.36,4.08,1.49,0.78,Surface,Mixed,No
6.9,0.46,1.14,287,38,282,4.65,1.52,17,22.54,7.74,1.85,0.42,Surface,Mixed,Yes
6.53,0.33,0.56,291,12,221,4.92,0.72,18,13.3,4.81,1.23,0.58,Subsurface,Loamy,No
7.58,0.24,0.73,297,37,239,1.96,0.65,11,23.44,3.99,1.25,0.33,Subsurface,Mixed,No
6.55,0.72,1.0,262,20,293,1.79,1.27,18,17.65,6.5,0.58,0.25,Surface,Sandy,No
7.39,0.18,1.17,338,33,283,4.64,2.32,8,14.51,6.96,2.0,0.8,Surface,Clayey,Yes
7.31,0.94,1.19,337,38,298,4.65,1.52,18,15.61,8.21,1.92,0.43,Surface,Sandy,Yes
7.95,0.84,0.95,305,14,259,3.55,0.78,5,6.27,2.33,0.61,0.4,Subsurface,Loamy,No
7.23,0.87,0.64,312,10,257,4.61,0.99,13,21.15,3.4,1.34,0.41,Surface,Mixed,No
6.6,0.92,0.58,329,17,284,4.76,0.6,17,10.85,8.22,1.02,0.28,Subsurface,Sandy,No
7.33,0.47,1.16,292,28,211,3.44,2.16,13,10.4,6.25,1.14,0.23,Subsurface,Mixed,Yes
7.76,0.86,0.8,324,13,217,3.9,2.39,15,19.31,8.45,1.48,0.35,Surface,Clayey,Yes
8.0,0.24,0.64,306,18,218,3.65,0.66,17,12.42,5.59,1.13,0.84,Subsurface,Loamy,No
7.15,0.12,1.15,398,12,205,2.11,0.85,18,15.28,5.68,1.24,0.98,Subsurface,Mixed,No
6.98,0.81,0.57,312,39,209,3.03,0.84,5,13.43,5.02,0.91,0.61,Surface,Loamy,No
7.86,0.17,1.01,375,14,220,3.88,2.11,16,15.09,7.53,0.62,0.84,Surface,Sandy,Yes
6.79,0.99,0.94,374,37,282,3.64,2.18,8,9.44,6.72,1.63,0.4,Subsurface,Mixed,Yes
7.42,0.71,0.56,250,25,188,2.25,1.34,11,22.7,5.14,1.07,0.75,Surface,Sandy,No
7.11,0.78,0.74,341,17,211,4.68,2.44,7,17.2,3.5,1.83,0.91,Subsurface,Mixed,Yes
6.56,0.32,0.6,368,15,235,4.24,1.02,9,9.67,2.02,1.92,0.69,Subsurface,Mixed,Yes
7.02,0.71,0.92,281,12,232,1.74,1.55,9,6.83,2.73,0.63,0.76,Subsurface,Clayey,Yes
6.9,0.14,0.83,375,25,186,2.7,2.49,12,15.71,2.86,1.53,0.28,Subsurface,Clayey,Yes
7.53,0.85,0.5,275,17,255,4.98,2.15,13,14.36,6.56,1.73,0.49,Surface,Loamy,No
7.92,0.25,1.18,310,22,202,2.86,1.47,5,23.65,8.07,1.47,0.22,Surface,Sandy,Yes
6.9,0.73,0.74,361,14,260,3.82,0.72,6,9.61,5.66,0.99,0.33,Surface,Loamy,No
7.72,0.3,0.68,394,15,231,1.85,2.31,18,22.63,5.31,0.93,0.44,Surface,Clayey,Yes
6.58,0.16,0.66,318,36,200,2.59,1.58,15,20.33,3.06,1.19,0.96,Subsurface,Mixed,Yes
7.31,0.53,0.61,278,12,255,4.59,1.12,9,14.53,9.21,0.89,0.23,Subsurface,Loamy,No
6.61,0.25,1.2,312,17,265,3.29,1.4,5,22.48,7.88,1.84,0.56,Surface,Mixed,Yes
7.9,0.76,0.71,383,13,202,4.39,1.12,10,22.24,5.34,0.57,0.82,Subsurface,Loamy,Yes
7.65,0.31,0.78,354,34,248,1.53,1.6,17,19.29,2.78,0.67,0.61,Subsurface,Sandy,Yes
7.49,0.41,1.11,364,30,197,3.83,1.05,10,7.03,8.77,1.41,0.67,Subsurface,Mixed,Yes
7.74,0.61,0.95,270,26,280,2.55,1.39,7,8.2,3.36,1.49,0.95,Subsurface,Loamy,No
7.47,0.36,0.76,336,34,216,4.51,1.35,8,16.83,7.39,1.6,0.72,Surface,Sandy,Yes
7.95,0.44,1.13,284,17,186,4.8,1.73,7,9.91,4.72,0.91,0.81,Surface,Loamy,Yes
7.57,0.83,1.02,301,30,240,3.91,0.53,9,16.02,8.88,0.94,0.23,Surface,Clayey,No
7.89,0.26,0.66,295,28,182,2.01,1.7,13,16.22,6.7,1.12,0.84,Subsurface,Sandy,Yes
7.28,0.17,0.95,306,38,180,3.14,1.69,17,16.74,3.82,0.85,0.54,Subsurface,Clayey,Yes
6.68,0.4,1.15,291,23,239,3.13,1.28,14,16.4,2.1,1.07,0.22,Subsurface,Loamy,Yes
7.29,0.48,0.85,326,18,185,4.41,0.99,18,12.59,3.7,1.55,0.88,Subsurface,Sandy,No
6.69,0.59,1.01,347,21,250,3.11,2.18,7,9.2,4.92,1.25,0.97,Surface,Mixed,Yes
7.39,0.44,1.18,265,22,270,2.66,1.19,6,15.37,7.67,1.95,0.68,Surface,Loamy,No
7.22,0.81,0.98,382,32,237,3.64,1.12,17,14.9,3.73,1.37,0.91,Subsurface,Loamy,Yes
7.43,0.14,0.57,250,37,210,3.76,1.43,19,10.5,4.09,0.99,0.36,Surface,Sandy,No
6.52,0.49,0.67,399,36,187,4.33,1.06,17,6.02,5.48,0.77,0.68,Surface,Clayey,Yes
6.79,0.44,0.92,297,17,257,4.65,2.16,10,9.11,2.34,0.83,0.56,Surface,Loamy,Yes
7.24,0.68,0.69,371,12,298,4.61,1.63,14,16.02,8.15,0.52,0.23,Subsurface,Clayey,Yes
7.93,0.97,1.17,275,31,194,3.69,2.01,5,15.71,2.63,1.16,0.7,Subsurface,Sandy,No
7.08,0.56,0.78,283,37,186,3.33,1.99,13,7.67,7.9,1.94,0.66,Subsurface,Clayey,Yes
7.14,0.99,0.82,363,24,186,4.3,2.08,15,17.12,4.14,1.67,0.24,Surface,Sandy,Yes
7.57,0.37,0.99,307,29,212,2.57,2.24,18,13.45,5.68,0.95,0.37,Surface,Loamy,Yes
7.41,0.13,0.87,384,38,220,4.15,2.34,14,18.07,5.28,1.7,0.43,Surface,Clayey,Yes
6.95,0.25,0.77,274,28,236,3.27,1.27,7,22.76,4.03,1.9,0.36,Surface,Clayey,No
7.12,0.46,0.55,389,13,186,1.93,1.39,7,11.17,4.05,1.51,0.72,Subsurface,Sandy,Yes
6.83,0.38,0.92,276,11,238,4.14,0.6,12,11.95,9.59,1.27,0.63,Subsurface,Mixed,No
7.95,0.19,1.11,335,14,199,3.77,2.35,16,18.54,4.44,0.7,0.49,Surface,Mixed,Yes
6.7,0.49,0.98,367,33,250,1.79,1.67,10,23.98,3.46,0.62,0.55,Subsurface,Clayey,Yes
7.06,0.4,0.77,330,30,229,3.08,1.92,7,14.72,4.0,0.83,0.97,Subsurface,Mixed,Yes
6.54,0.21,0.59,324,11,193,3.2,1.37,10,8.39,7.56,1.49,0.29,Surface,Mixed,Yes
6.83,0.37,1.07,342,16,297,3.79,1.45,10,23.7,4.47,0.73,0.35,Surface,Loamy,Yes
7.67,0.9,1.16,283,33,194,3.87,1.59,7,14.4,3.37,1.3,0.63,Subsurface,Sandy,Yes
6.8,0.37,0.77,364,20,261,2.17,2.09,16,14.21,5.32,1.15,0.98,Surface,Clayey,Yes
6.62,0.74,1.01,362,21,189,1.62,1.73,15,15.8,2.94,1.44,0.79,Surface,Loamy,Yes
7.21,0.65,0.79,361,13,278,4.28,2.12,15,10.05,5.19,0.58,0.86,Surface,Sandy,Yes
6.51,0.48,0.85,309,12,270,4.94,0.93,10,20.69,8.9,1.97,0.79,Surface,Mixed,No
6.63,0.32,1.09,275,17,286,4.79,0.91,15,17.82,4.98,1.53,0.26,Surface,Clayey,No
7.71,0.43,0.56,375,35,244,3.25,0.91,14,24.1,6.11,1.58,0.43,Surface,Clayey,No
7.66,0.63,0.87,294,27,234,3.35,0.51,16,9.08,8.31,0.52,0.63,Surface,Sandy,No
7.87,0.42,0.65,281,32,207,4.76,0.86,12,17.38,6.13,0.62,0.25,Surface,Mixed,No
7.78,0.29,0.74,320,35,277,3.4,0.74,13,15.33,2.38,1.53,0.52,Subsurface,Sandy,No
7.52,0.2,0.95,272,33,227,2.47,1.41,7,22.9,3.72,0.66,0.37,Subsurface,Mixed,No
6.58,0.89,0.52,312,14,182,3.87,0.75,6,5.61,9.15,1.84,0.72,Surface,Mixed,No
7.67,0.5,0.92,319,25,239,3.17,1.33,14,20.22,8.42,1.43,0.28,Subsurface,Mixed,Yes
7.77,0.66,0.7,303,32,292,4.25,2.5,14,17.46,8.09,0.61,0.83,Subsurface,Mixed,Yes
7.7,0.54,0.97,276,21,182,4.24,1.51,16,17.15,6.38,1.42,0.66,Subsurface,Sandy,No
7.26,0.89,0.6,342,18,254,4.78,2.35,19,22.51,4.83,1.7,0.5,Surface,Sandy,Yes
6.85,0.59,1.02,328,38,247,1.98,1.9,11,16.8,7.56,1.7,0.31,Subsurface,Sandy,Yes
7.77,0.53,0.95,285,17,273,3.32,2.29,16,19.32,7.31,1.1,0.74,Surface,Sandy,Yes
7.59,0.93,1.18,382,14,218,4.25,1.75,12,17.91,7.14,1.19,0.87,Surface,Sandy,Yes
7.97,0.75,1.14,281,29,233,3.02,2.12,17,6.39,6.03,1.6,0.88,Surface,Loamy,Yes
6.73,0.2,0.7,398,28,211,3.69,1.11,15,7.26,4.08,1.81,0.3,Subsurface,Mixed,Yes
6.84,0.26,0.52,266,24,195,4.36,1.24,13,11.77,5.48,1.69,0.98,Subsurface,Loamy,No
6.82,0.81,0.96,271,31,196,3.16,2.42,5,18.51,6.1,1.39,0.46,Subsurface,Mixed,No
7.69,0.85,0.92,290,29,190,2.93,1.04,17,5.53,3.73,1.59,0.39,Surface,Loamy,Yes
6.78,0.59,0.52,308,20,279,2.13,1.34,5,20.45,3.84,1.48,0.5,Surface,Mixed,Yes
6.6,0.6,0.59,324,29,211,4.39,1.8,15,9.06,8.33,1.37,0.54,Surface,Loamy,Yes
8.0,0.67,0.91,371,22,278,4.29,1.28,5,16.19,4.56,1.88,0.67,Subsurface,Clayey,Yes
6.54,0.5,1.14,259,32,297,4.1,0.54,15,9.02,9.79,1.47,0.64,Surface,Loamy,No
7.75,0.71,1.13,336,39,206,2.88,2.08,8,8.52,5.49,1.07,0.33,Subsurface,Sandy,Yes
7.05,0.2,0.61,254,35,291,3.54,1.17,19,11.68,6.87,1.96,0.42,Surface,Loamy,No
7.76,0.97,0.77,304,22,277,1.93,0.96,16,23.43,6.03,1.92,0.79,Subsurface,Sandy,No
7.33,0.78,0.53,275,30,184,2.62,1.51,7,9.76,5.94,1.67,0.37,Surface,Clayey,No
7.85,0.67,0.83,253,26,268,3.02,0.52,11,5.97,9.12,0.55,0.75,Surface,Mixed,No
7.89,0.38,1.03,356,38,271,1.65,2.23,19,22.64,2.74,1.59,0.81,Subsurface,Mixed,Yes
6.51,0.24,1.05,276,30,197,1.86,1.02,10,13.78,4.77,0.54,0.8,Subsurface,Loamy,No
6.61,0.47,0.85,375,38,182,4.4,2.35,7,17.42,4.29,0.61,0.79,Surface,Loamy,Yes
6.88,0.7,0.57,252,25,207,4.9,1.86,16,22.72,4.61,1.03,0.41,Surface,Clayey,No
7.5,0.67,0.77,299,31,245,2.63,1.6,7,20.11,9.3,0.97,0.54,Surface,Mixed,Yes
7.83,0.44,1.15,374,26,213,1.87,2.11,9,20.93,2.56,1.35,0.58,Surface,Sandy,Yes
7.19,0.65,0.66,275,28,265,4.77,2.49,8,14.6,4.27,0.87,0.96,Surface,Sandy,No
7.41,0.83,0.72,395,31,201,4.7,1.0,13,18.75,7.9,0.8,0.46,Surface,Loamy,Yes
6.78,0.12,1.02,384,23,296,3.79,1.21,16,24.28,3.91,1.5,0.95,Subsurface,Loamy,Yes
7.71,0.51,1.01,366,32,209,2.69,1.47,5,22.8,8.66,1.17,0.9,Surface,Loamy,Yes
7.95,0.78,1.14,294,16,277,1.89,1.58,5,17.25,4.64,0.58,0.81,Subsurface,Loamy,Yes
6.9,0.59,0.77,390,32,227,4.79,1.61,17,6.71,2.91,1.16,0.75,Surface,Loamy,Yes
7.24,0.69,0.86,255,18,244,4.72,1.6,16,24.59,6.15,1.64,0.6,Subsurface,Loamy,No
6.63,0.57,0.83,302,11,272,4.1,2.16,16,9.51,6.09,0.6,0.29,Surface,Sandy,Yes
7.34,0.99,1.15,253,28,240,4.77,1.31,9,12.22,2.31,1.87,0.59,Surface,Sandy,No
7.25,0.15,1.04,309,32,198,1.99,0.52,19,7.81,7.74,1.21,0.22,Surface,Mixed,No
6.72,0.54,1.08,321,15,262,1.88,2.25,12,8.33,3.13,1.27,0.59,Surface,Clayey,Yes
7.16,0.18,0.59,324,39,284,2.17,1.82,8,20.92,3.71,0.95,0.71,Subsurface,Clayey,Yes
7.0,0.24,1.05,315,10,231,2.25,0.88,19,7.57,6.5,1.47,0.52,Subsurface,Loamy,No
7.28,0.44,0.8,271,35,220,4.4,0.56,13,8.79,9.13,0.53,0.3,Surface,Loamy,No
7.38,0.24,0.52,389,16,272,4.73,1.13,18,8.43,2.17,1.61,0.76,Subsurface,Mixed,Yes
6.51,0.97,0.54,300,25,286,2.25,0.75,18,12.4,8.58,0.65,0.87,Subsurface,Mixed,No
7.64,0.95,0.97,394,11,276,3.12,2.29,11,18.89,8.03,1.17,0.71,Surface,Clayey,Yes
7.57,0.4,0.76,342,13,294,3.09,1.06,7,17.88,3.29,0.72,0.66,Subsurface,Mixed,Yes
7.05,0.68,1.11,298,32,260,2.12,1.91,10,19.49,4.98,0.75,0.54,Subsurface,Mixed,Yes
6.58,0.58,1.01,265,29,281,4.49,1.82,10,19.54,9.25,1.2,0.74,Surface,Clayey,No
7.63,0.83,0.52,293,31,244,3.33,1.93,9,5.06,3.17,0.6,0.45,Surface,Clayey,Yes
7.93,0.66,0.98,356,23,229,3.48,1.56,18,18.69,2.89,0.72,0.66,Surface,Sandy,Yes
6.86,0.1,0.63,399,38,220,2.4,1.96,17,18.69,7.88,1.32,0.47,Subsurface,Mixed,Yes
6.99,0.79,0.8,343,20,212,3.46,1.52,19,6.24,5.77,1.54,0.69,Surface,Clayey,Yes
6.78,0.77,0.94,257,18,279,4.27,1.26,12,13.54,4.27,1.04,0.57,Subsurface,Clayey,No
7.37,0.56,1.11,359,14,265,2.57,2.22,15,6.57,3.37,1.8,0.38,Subsurface,Loamy,Yes
6.73,0.91,0.82,267,12,261,1.9,1.42,5,8.82,7.78,0.74,0.42,Subsurface,Sandy,No
7.03,0.92,1.07,329,31,196,3.54,1.64,15,14.8,5.52,1.34,0.78,Surface,Mixed,Yes
7.55,0.57,1.05,367,29,275,3.73,1.43,16,5.24,3.92,0.63,0.34,Subsurface,Loamy,Yes
7.34,0.65,0.79,321,34,263,2.21,2.05,15,6.9,9.55,0.75,0.43,Surface,Clayey,Yes
7.08,1.0,0.85,343,11,294,2.37,1.58,17,6.7,6.49,1.86,0.78,Surface,Clayey,No
7.13,0.37,0.99,287,19,234,2.04,1.44,14,7.49,4.83,1.99,0.22,Subsurface,Clayey,Yes
7.34,0.39,0.52,330,30,266,4.72,1.02,8,6.0,7.76,2.0,0.2,Surface,Mixed,Yes
6.51,0.26,1.12,356,38,271,2.25,2.32,11,17.24,5.97,1.7,0.52,Subsurface,Clayey,Yes
6.62,0.91,1.04,379,34,225,1.54,2.23,10,8.57,2.08,0.8,0.96,Subsurface,Loamy,Yes
7.82,0.77,0.67,291,19,269,4.44,1.36,18,22.25,8.73,0.93,0.24,Surface,Loamy,Yes
6.62,0.2,1.19,367,16,238,4.31,1.82,11,22.7,2.53,0.63,0.92,Subsurface,Clayey,Yes
7.56,0.98,0.63,270,24,250,3.1,1.52,18,18.82,9.91,0.58,0.65,Subsurface,Clayey,No
7.88,0.76,1.14,379,14,284,4.29,0.85,7,6.3,4.8,1.6,0.28,Surface,Sandy,No
6.91,0.87,0.73,254,17,236,3.07,1.25,7,22.83,6.2,1.31,0.86,Surface,Clayey,No
7.06,0.14,1.03,266,27,199,2.29,2.21,5,13.37,10.0,1.49,0.24,Surface,Mixed,No
7.35,0.55,0.82,273,29,220,2.99,2.09,11,8.62,4.15,1.37,0.61,Surface,Mixed,No
7.82,0.73,1.02,385,38,290,3.2,0.7,8,20.58,5.7,0.52,0.69,Subsurface,Mixed,No
7.91,0.59,0.61,399,15,254,1.53,0.65,13,11.93,8.04,0.98,0.74,Subsurface,Sandy,No
7.61,0.7,0.69,308,32,250,1.9,2.21,9,15.12,5.74,1.54,0.39,Surface,Loamy,Yes
6.63,0.84,0.57,275,20,217,4.56,2.3,9,19.86,4.67,1.79,0.41,Subsurface,Mixed,No
7.5,0.44,1.11,310,17,206,2.87,1.09,13,7.02,2.97,0.73,0.88,Surface,Clayey,Yes
7.12,0.86,0.71,385,38,188,2.66,1.2,16,8.39,6.1,0.68,0.48,Subsurface,Loamy,Yes
7.21,0.25,0.99,261,13,247,4.61,1.17,5,24.37,6.41,1.94,0.62,Subsurface,Mixed,No
6.57,0.34,1.07,263,34,292,2.04,0.75,10,19.27,3.86,1.95,0.56,Subsurface,Mixed,No
6.79,0.14,1.13,279,16,217,2.26,1.99,12,9.62,4.67,1.63,0.34,Subsurface,Mixed,No
7.69,0.43,0.57,348,11,272,4.4,1.24,5,16.48,4.39,0.59,0.53,Surface,Clayey,Yes
7.18,0.44,1.13,311,24,292,2.48,2.17,16,8.76,5.42,1.45,0.23,Subsurface,Clayey,Yes
6.95,0.82,0.64,280,39,269,3.72,2.26,17,22.31,8.39,0.69,0.32,Subsurface,Sandy,Yes
7.08,0.69,1.02,276,18,204,4.09,2.33,14,13.97,4.66,1.77,0.87,Subsurface,Mixed,No
7.78,0.49,1.01,250,32,193,2.28,2.14,13,21.14,4.18,0.95,0.94,Surface,Loamy,No
7.62,0.69,0.51,290,30,216,2.39,2.08,18,24.44,8.72,1.21,0.22,Surface,Loamy,Yes
6.91,0.15,0.65,391,28,229,3.31,1.4,12,24.62,8.49,0.78,0.46,Subsurface,Loamy,Yes
6.68,0.26,0.84,323,34,271,4.27,0.55,10,7.75,8.35,1.59,0.95,Surface,Sandy,No
6.88,0.66,0.79,291,32,251,3.44,0.72,13,23.9,7.94,1.25,0.78,Subsurface,Mixed,No
7.88,0.68,1.14,289,28,221,1.74,1.56,7,10.41,9.11,1.56,0.21,Subsurface,Loamy,Yes
7.37,0.8,0.75,263,14,254,2.73,1.22,8,12.19,7.71,0.98,0.29,Surface,Clayey,No
7.3,0.46,1.16,349,28,233,2.66,2.16,7,6.26,3.36,1.07,0.79,Surface,Sandy,Yes
7.39,0.75,0.82,340,12,214,4.33,1.63,9,17.91,2.26,1.84,0.74,Subsurface,Sandy,Yes
7.05,0.72,1.18,388,21,210,2.51,0.7,15,17.88,3.45,0.88,0.9,Subsurface,Clayey,No
7.71,0.97,1.02,355,16,277,4.65,1.46,16,20.54,4.92,1.85,0.81,Subsurface,Loamy,Yes
7.28,0.29,1.08,298,34,225,2.67,2.14,5,23.93,2.42,0.61,0.96,Subsurface,Sandy,Yes
6.68,0.6,0.57,355,14,279,2.18,2.23,5,13.56,8.06,0.74,0.63,Subsurface,Loamy,Yes
6.69,0.64,0.91,387,21,196,3.39,0.83,6,13.15,7.13,1.49,0.41,Subsurface,Sandy,No
7.31,1.0,0.6,256,36,292,2.85,0.7,17,17.78,7.74,1.99,0.3,Subsurface,Loamy,No
7.9,0.28,0.71,330,13,264,3.77,1.27,5,18.35,2.77,1.9,0.2,Subsurface,Clayey,Yes
6.96,0.57,0.94,389,29,269,4.7,0.63,7,13.9,4.63,1.26,0.3,Subsurface,Sandy,No
7.8,0.41,1.01,350,28,284,4.79,1.95,6,23.39,5.68,1.29,0.68,Subsurface,Clayey,Yes
7.65,0.57,0.53,304,22,271,2.3,1.4,14,6.04,6.82,1.36,0.52,Surface,Loamy,Yes
6.87,0.31,0.87,256,24,232,2.07,0.9,11,20.13,8.42,1.69,0.83,Surface,Sandy,No
6.55,0.14,0.9,283,33,201,4.79,0.7,17,9.16,9.82,1.33,0.46,Subsurface,Mixed,No
6.65,0.62,0.56,375,19,237,4.34,2.35,12,14.91,2.66,0.68,0.49,Subsurface,Mixed,Yes
7.59,0.4,0.85,278,37,220,2.42,0.59,6,22.03,7.13,1.76,0.69,Subsurface,Clayey,No
6.8,0.26,1.0,275,10,182,4.32,0.7,18,11.59,3.08,1.83,0.95,Surface,Mixed,No
7.06,0.39,0.54,323,12,271,4.09,0.97,8,22.99,4.4,1.88,0.67,Subsurface,Mixed,No
7.25,0.14,1.03,294,27,242,2.39,0.69,12,14.01,8.18,1.13,0.38,Surface,Loamy,No
7.59,0.96,0.9,266,25,279,4.67,1.79,15,19.06,9.95,0.83,0.51,Subsurface,Clayey,No
6.67,0.62,1.08,312,21,245,2.63,0.94,14,19.45,6.21,0.68,0.94,Surface,Clayey,No
7.11,0.83,0.65,342,25,225,3.18,1.46,5,10.22,4.82,1.29,0.84,Surface,Mixed,Yes
7.23,0.48,1.08,315,20,263,3.63,2.22,15,23.01,3.71,0.92,0.23,Subsurface,Sandy,Yes
7.31,0.91,0.57,341,20,283,2.17,2.15,12,7.49,8.26,1.14,0.4,Subsurface,Loamy,Yes
7.73,0.53,0.78,366,37,293,3.64,0.79,17,16.8,9.23,0.65,0.68,Subsurface,Clayey,No
6.76,0.62,0.64,291,32,279,3.97,0.68,12,23.58,8.79,0.8,0.79,Subsurface,Sandy,No
7.71,0.54,1.11,320,31,187,1.86,1.83,6,5.62,6.08,1.16,0.3,Surface,Mixed,Yes
7.54,0.76,0.99,324,23,218,2.83,0.92,7,15.63,6.71,0.77,0.61,Subsurface,Sandy,No
7.33,0.61,0.52,320,26,204,3.64,2.06,13,9.93,8.69,0.84,0.65,Surface,Mixed,Yes
7.55,0.34,0.51,292,28,258,4.74,1.37,14,8.85,9.43,0.53,0.3,Surface,Clayey,Yes
7.12,0.23,0.7,304,20,273,4.62,0.81,17,9.68,9.51,0.61,0.55,Subsurface,Loamy,No
6.71,0.65,0.6,305,13,226,2.09,2.45,9,23.05,7.52,0.67,0.2,Subsurface,Mixed,Yes
7.5,0.54,0.94,328,19,213,3.64,0.61,11,13.51,3.53,1.48,0.76,Surface,Mixed,No
7.29,0.19,0.96,332,36,247,1.84,0.75,9,9.72,4.5,0.72,0.26,Subsurface,Loamy,No
7.46,0.46,1.16,370,32,236,2.53,2.12,18,23.55,4.13,1.82,0.32,Surface,Loamy,Yes
7.01,0.56,1.17,321,28,265,3.59,1.41,14,11.43,3.39,1.68,0.83,Surface,Mixed,Yes
7.86,0.84,0.96,250,13,204,1.78,2.38,6,19.47,4.01,1.73,0.53,Surface,Sandy,No
7.38,0.17,0.5,379,39,252,4.61,0.73,6,15.74,8.96,1.03,0.75,Surface,Sandy,No
6.63,0.41,0.75,342,20,266,4.4,0.81,5,18.58,8.16,0.59,0.72,Subsurface,Clayey,No
7.17,0.84,0.86,291,16,241,3.16,0.5,10,8.65,2.35,0.61,0.32,Subsurface,Mixed,No
7.63,0.68,0.85,323,29,218,3.22,0.93,11,18.57,3.18,1.53,0.34,Surface,Loamy,No
7.69,0.36,0.92,258,18,299,4.58,1.81,9,23.12,9.88,1.88,0.73,Surface,Mixed,No
7.24,0.86,1.17,363,37,293,1.68,1.95,7,7.02,3.81,0.76,0.39,Surface,Mixed,Yes
7.84,0.54,1.12,280,31,255,2.0,1.36,18,11.53,7.08,1.8,0.55,Subsurface,Clayey,Yes
6.9,0.55,0.58,345,11,257,2.58,1.01,15,24.45,3.64,1.48,0.86,Subsurface,Loamy,Yes
7.12,0.98,0.69,251,36,186,2.78,1.93,14,9.5,3.87,1.52,0.42,Surface,Sandy,No
7.85,0.95,1.08,273,10,274,4.96,0.85,17,6.19,5.99,1.55,0.47,Surface,Loamy,No
7.84,0.42,1.08,292,17,185,2.02,2.03,19,6.1,5.9,0.59,0.45,Surface,Loamy,Yes
7.53,0.23,0.69,300,36,266,2.56,2.07,17,10.51,7.17,1.41,0.8,Surface,Loamy,Yes
7.79,0.39,1.01,324,28,233,4.4,1.38,14,14.9,3.35,1.22,0.46,Surface,Clayey,Yes
6.63,0.13,0.97,348,32,262,4.25,0.89,13,10.38,4.1,1.75,0.51,Subsurface,Sandy,No
